dataset_checked,review_priority,dataset,semantic_column,canonical_aliases,original_column_names,variable_labels,first_wave_or_year,last_wave_or_year,wave_or_years,data_types,source_file_count_sum,merged_canonical_count,merge_method,review_status,decision_note
KLoSA,high,KLoSA,w__D178,w__D178 | w__D337 | w__D430 | w__d_com133,w01D178 | w02D178 | w03D178 | w04D178 | w05D178 | w06D178 | w07D178 | w08D178 | w09D178 | w10D178 | w01D337 | w02D337 | w03D337 | w04D337 | w05D337 | w06D337 | w07D337 | w08D337 | w09D337 | w10D337 | w01D430 | w02D430 | w03D430 | w04D430 | w05D430 | w06D430 | w07D430 | w08D430 | w09D430 | w10D430 | w01d_com133 | w02d_com133 | w03d_com133 | w04d_com133 | w05d_com133 | w06d_com133 | w07d_com133 | w08d_com133 | w09d_com133 | w10d_com133,"(구직자)구직시 어려움_학력, 기술, 기능의 취약 | 구직시 어려움(구직자)_학력, 기술, 기능의 취약 | 구직시 어려움(구직자)_학력, 기술, 기능의 취약 | 상체굽히기/무릎꿇기/쭈그리고 않기등의 자세필요 | 상체굽히기/무릎꿇기/쭈그리고 않기등의 자세필요 | 은퇴 계획 (만)연령(임금근로자)(단위: 세) | 상체굽히기/무릎꿇기/쭈그리고 않기등의 자세필요 | 희망하는 일자리(무급가족종사자)_최소 월평균 임금 또는 소득",1,10,"1,2,3,4,5,6,7,8,9,10",raw | structured,43,4,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D179,w__D179 | w__D338 | w__D431 | w__d_com134,w01D179 | w02D179 | w03D179 | w04D179 | w05D179 | w06D179 | w07D179 | w08D179 | w09D179 | w10D179 | w01D338 | w02D338 | w03D338 | w04D338 | w05D338 | w06D338 | w07D338 | w08D338 | w09D338 | w10D338 | w01D431 | w02D431 | w03D431 | w04D431 | w05D431 | w06D431 | w07D431 | w08D431 | w09D431 | w10D431 | w01d_com134 | w02d_com134 | w03d_com134 | w04d_com134 | w05d_com134 | w06d_com134 | w07d_com134 | w08d_com134 | w09d_com134 | w10d_com134,(구직자)구직시 어려움_경험 부족 | 구직시 어려움(구직자)_경험 부족 | 구직시 어려움(구직자)_경험 부족 | 좋은 시력이 필요 | 은퇴 계획 (만)연령(무급가족종사자)(단위: 세) | 좋은 시력이 필요 | 좋은 시력이 필요 | 현재의 주된 일자리 이외 부업/아르바이트 여부(임금근로자),1,10,"1,2,3,4,5,6,7,8,9,10",raw | structured,43,4,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D180,w__D180 | w__D339 | w__D432 | w__d_com135,w01D180 | w02D180 | w03D180 | w04D180 | w05D180 | w06D180 | w07D180 | w08D180 | w09D180 | w10D180 | w01D339 | w02D339 | w03D339 | w04D339 | w05D339 | w06D339 | w07D339 | w08D339 | w09D339 | w10D339 | w01D432 | w02D432 | w03D432 | w04D432 | w05D432 | w06D432 | w07D432 | w08D432 | w09D432 | w10D432 | w01d_com135 | w02d_com135 | w03d_com135 | w04d_com135 | w05d_com135 | w06d_com135 | w07d_com135 | w08d_com135 | w09d_com135 | w10d_com135,(구직자)구직시 어려움_제시되는 일자리의 적은 수입 | 구직시 어려움(구직자)_제시되는 일자리의 적은 수입 | 구직시 어려움(구직자)_제시되는 일자리의 적은 수입 | 높은 집중력 및 주의 필요 | 높은 집중력 및 주의 필요 | 현재 주된 일자리를 포함한 일자리 수(임금근로자)(단위: 개) | 높은 집중력 및 주의 필요 | 현재의 주된 일자리 이외 부업/아르바이트 여부(무급가족종사자),1,10,"1,2,3,4,5,6,7,8,9,10",raw | structured,43,4,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D181,w__D181 | w__D340 | w__D433 | w__d_com136,w01D181 | w02D181 | w03D181 | w04D181 | w05D181 | w06D181 | w07D181 | w08D181 | w09D181 | w10D181 | w01D340 | w02D340 | w03D340 | w04D340 | w05D340 | w06D340 | w07D340 | w08D340 | w09D340 | w10D340 | w01D433 | w02D433 | w03D433 | w04D433 | w05D433 | w06D433 | w07D433 | w08D433 | w09D433 | w10D433 | w01d_com136 | w02d_com136 | w03d_com136 | w04d_com136 | w05d_com136 | w06d_com136 | w07d_com136 | w08d_com136 | w09d_com136 | w10d_com136,(구직자)구직시 어려움_근로환경 또는 근로시간의 부적합성 | 구직시 어려움(구직자)_근로환경 또는 근로시간의 부적합성 | 구직시 어려움(구직자)_근로환경 또는 근로시간의 부적합성 | 리더쉽 필요 | 리더쉽 필요 | 주된 일자리 이외 부업/아르바이트를 하는 이유(임금근로자) | 리더쉽 필요 | 현재 주된 일자리를 포함한 일자리 수(무급가족종사자)(단위: 개),1,10,"1,2,3,4,5,6,7,8,9,10",raw | structured,43,4,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D182,w__D182 | w__D341 | w__D434 | w__d_com137,w01D182 | w04D182 | w08D182 | w09D182 | w10D182 | w01D341 | w02D341 | w03D341 | w04D341 | w05D341 | w06D341 | w07D341 | w08D341 | w09D341 | w10D341 | w01D434 | w02D434 | w03D434 | w04D434 | w05D434 | w06D434 | w07D434 | w08D434 | w09D434 | w10D434 | w01d_com137 | w02d_com137 | w03d_com137 | w04d_com137 | w05d_com137 | w06d_com137 | w07d_com137 | w08d_com137 | w09d_com137 | w10d_com137,(구직자)구직시 어려움_고령에 따른 취업제한 | 구직시 어려움(구직자)_고령에 따른 취업제한 | 구직시 어려움(구직자)_고령에 따른 취업제한 | 컴퓨터 활용능력 필요 | 기타 이유(임금근로자) | 컴퓨터 활용능력 필요 | 주된 일자리 이외 부업/아르바이트를 하는 이유(무급가족종사자) | 컴퓨터 활용능력 필요,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw,47,4,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D183,w__D183 | w__D342 | w__D435 | w__d_com138,w01D183 | w02D183 | w03D183 | w04D183 | w05D183 | w06D183 | w07D183 | w08D183 | w09D183 | w10D183 | w01D342 | w04D342 | w08D342 | w09D342 | w10D342 | w01D435 | w02D435 | w03D435 | w04D435 | w05D435 | w06D435 | w07D435 | w08D435 | w09D435 | w10D435 | w01d_com138 | w02d_com138 | w03d_com138 | w04d_com138 | w05d_com138 | w06d_com138 | w07d_com138 | w08d_com138 | w09d_com138 | w10d_com138,(여성구직자)구직시 어려움_여성에 대한 취업제한 | 구직시 어려움(여성구직자)_여성에 대한 취업제한 | 구직시 어려움(여성구직자)_여성에 대한 취업제한 | 예전보다 더 어려운 업무 요구 | 기타 이유(무급가족종사자) | 예전보다 더 어려운 업무 요구 | 부업/아르바이트의 주당 평균 근로시간(임금근로자) | 예전보다 더 어려운 업무 요구,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw,47,4,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D184_04_2nd,w__D184_04_2nd | w__D255_02_2nd | w__D344_02_2nd,w06D255_02_2nd | w07D255_02_2nd | w08D255_02_2nd | w09D255_02_2nd | w10D255_02_2nd | w08D184_04_2nd | w09D184_04_2nd | w10D184_04_2nd | w08D344_02_2nd | w09D344_02_2nd | w10D344_02_2nd,근로 지속 이유(2순위)_기타 | 근로 지속 이유(2순위)_기타 | 근로 지속 이유(2순위)_기타(임금근로자) | 근로 지속 이유(2순위)_기타 | 근로 지속 이유(2순위)_기타(자영업자),6,10,"6,7,8,9,10",raw,11,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D184_05,w__D184_05 | w__D255_03 | w__D344_03 | w__D436_01 | w__D611_01 | w__d_com163,w06D184_05 | w07D184_05 | w08D184_05 | w09D184_05 | w10D184_05 | w06D255_03 | w07D255_03 | w08D255_03 | w09D255_03 | w10D255_03 | w06D344_03 | w07D344_03 | w08D344_03 | w09D344_03 | w10D344_03 | w06D436_01 | w07D436_01 | w08D436_01 | w09D436_01 | w10D436_01 | w06D611_01 | w07D611_01 | w08D611_01 | w09D611_01 | w10D611_01 | w06d_com163 | w07d_com163 | w08d_com163 | w09d_com163 | w10d_com163,작년 한해 공공 일자리 사업 참여 여부 | 작년 한해 공공 일자리 사업 참여 여부 | 작년 한해 공공 일자리 사업 참여 여부(구직자) | 작년 한해 공공 일자리 사업 참여 여부 | 작년 한해 공공 일자리 사업 참여 여부(무급가족종사자) | 작년 한해 공공 일자리 사업 참여 여부 | 작년 한해 공공 일자리 사업 참여 여부(소일거리) | 작년 한해 공공 일자리 사업 참여 여부 | 작년 한해 공공 일자리 사업 참여 여부(임금근로자) | 작년 한해 공공 일자리 사업 참여 여부 | 작년 한해 공공 일자리 사업 참여 여부(자영업자),6,10,"6,7,8,9,10",raw | structured,30,6,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D184_06,w__D184_06 | w__D255_04 | w__D344_04 | w__D436_02 | w__D611_02 | w__d_com164,w06D184_06 | w07D184_06 | w08D184_06 | w09D184_06 | w10D184_06 | w06D255_04 | w07D255_04 | w08D255_04 | w09D255_04 | w10D255_04 | w06D344_04 | w07D344_04 | w08D344_04 | w09D344_04 | w10D344_04 | w06D436_02 | w07D436_02 | w08D436_02 | w09D436_02 | w10D436_02 | w06D611_02 | w07D611_02 | w08D611_02 | w09D611_02 | w10D611_02 | w06d_com164 | w07d_com164 | w08d_com164 | w09d_com164 | w10d_com164,작년 한해 공공 일자리 참여사업 종류 | 작년 한해 공공 일자리 참여사업 종류 | 작년 한해 공공 일자리 참여사업 종류(구직자) | 작년 한해 공공 일자리 참여사업 종류 | 작년 한해 공공 일자리 참여사업 종류(무급가족종사자) | 작년 한해 공공 일자리 참여사업 종류 | 작년 한해 공공 일자리 참여사업 종류(소일거리) | 작년 한해 공공 일자리 참여사업 종류 | 작년 한해 공공 일자리 참여사업 종류(임금근로자) | 작년 한해 공공 일자리 참여사업 종류 | 작년 한해 공공 일자리 참여사업 종류(자영업자),6,10,"6,7,8,9,10",raw | structured,30,6,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D184_07,w__D184_07 | w__D255_05 | w__D344_05 | w__D436_03 | w__D611_03,w07D255_05 | w08D255_05 | w09D255_05 | w10D255_05 | w07D436_03 | w08D436_03 | w09D436_03 | w10D436_03 | w07D611_03 | w08D611_03 | w09D611_03 | w10D611_03 | w08D184_07 | w09D184_07 | w10D184_07 | w08D344_05 | w09D344_05 | w10D344_05,작년 한해 공공 일자리 참여사업 종류_기타 | 작년 한해 공공 일자리 참여사업 종류_기타(구직자) | 작년 한해 공공 일자리 참여사업 종류_기타 | 작년 한해 공공 일자리 참여사업 종류_기타(무급가족종사자) | 작년 한해 공공 일자리 참여사업 종류_기타 | 작년 한해 공공 일자리 참여사업 종류_기타(소일거리) | 작년 한해 공공 일자리 참여사업 종류_기타 | 작년 한해 공공 일자리 참여사업 종류_기타(임금근로자) | 작년 한해 공공 일자리 참여사업 종류_기타 | 작년 한해 공공 일자리 참여사업 종류_기타(자영업자),7,10,"7,8,9,10",raw,18,5,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D189,w__D189 | w__D345 | w__D436,w01D189 | w01D345 | w02D345 | w04D345 | w06D345 | w07D345 | w08D345 | w09D345 | w10D345 | w01D436 | w02D436 | w03D436 | w04D436 | w05D436 | w06D436 | w07D436 | w08D436 | w09D436 | w10D436,D3 도움정도 | 근무환경 만족도 | 근무환경 만족도 | 근무환경 만족도 | 은퇴계획연령(구직자),1,10,"1,2,3,4,5,6,7,8,9,10",raw | raw | structured,23,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D190,w__D190 | w__D346 | w__D437,w01D190 | w01D346 | w02D346 | w04D346 | w06D346 | w07D346 | w08D346 | w09D346 | w10D346 | w01D437 | w02D437 | w04D437 | w06D437 | w07D437 | w08D437 | w09D437 | w10D437,D3 대리인관계 | 업무내용 만족도 | D4 도움정도 | 업무내용 만족도 | 업무내용 만족도,1,10,"1,2,4,6,7,8,9,10",raw | raw | structured,23,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D191,w__D191 | w__D347 | w__D438,w01D191 | w01D347 | w01D438 | w02D438 | w04D438 | w06D438 | w07D438 | w08D438 | w09D438 | w10D438,D4 대리인관계 | 현재 일자리에 대한 스트레스 정도 | 현재 일자리에 대한 스트레스 정도,1,10,"1,2,4,6,7,8,9,10",raw | raw | structured,13,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D192,w__D192 | w__D348 | w__D439,w01D192 | w01D348 | w01D439,현재 일자리에 대한 만족도,1,1,1,raw,3,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D193,w__D193 | w__D349 | w__D441,w01D193 | w01D349 | w01D441,교육수준과 비교한 현재 일의 수준,1,1,1,raw,3,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D194,w__D194 | w__D350 | w__D442,w01D194 | w01D350 | w01D442,기술(능)수준과 비교한 일의 수준,1,1,1,raw,3,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D195,w__D195 | w__D351 | w__D443,w01D195 | w01D351 | w01D443,현재 일자리 지속 여부,1,1,1,raw,3,3,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__D196,w__D196 | w__D352,w01D196 | w01D352,희망하는 고용형태,1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__D198,w__D198 | w__D354,w01D198 | w01D354,희망 임금 및 소득 (단위 : 만원) *상관없다의 경우에는 0으로 입력 | 희망 임금 및 소득(단위 : 만원) *상관없다의 경우에는 0으로 입력,1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D199,w__D199 | w__D355 | w__D447,w01D199 | w01D355 | w01D447,희망 은퇴 연령(단위 : 세),1,1,1,raw,3,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D200,w__D200 | w__D356 | w__D448,w01D200 | w01D356 | w01D448,주업 외 부업/아르바이트 여부,1,1,1,raw,3,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D201,w__D201 | w__D357 | w__D449,w01D201 | w02D201 | w03D201 | w04D201 | w05D201 | w06D201 | w07D201 | w08D201 | w09D201 | w10D201 | w01D357 | w01D449,임금근로 대신 자영업을 선택한 이유(신규자영업자) | 주업을 포함한 일자리 수(단위 : 개) | 주업을 포함한 일자리 수(단위 : 개),1,10,"1,2,3,4,5,6,7,8,9,10",raw,13,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D202,w__D202 | w__D358 | w__D450,w01D202 | w04D202 | w08D202 | w09D202 | w10D202 | w01D358 | w01D450,기타 이유(신규자영업자) | 부업/아르바이트를 하는 이유 | 부업/아르바이트를 하는 이유,1,10,"1,4,8,9,10",raw,7,3,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D204,w__D204 | w__D360 | w__d_com004,w01D204 | w02D204 | w03D204 | w04D204 | w05D204 | w06D204 | w07D204 | w08D204 | w09D204 | w10D204 | w01D360 | w02d_com004 | w03d_com004 | w04d_com004 | w05d_com004 | w06d_com004 | w07d_com004 | w08d_com004 | w09d_com004 | w10d_com004,(신규 자영)신규창업시 창업비용이 필요하지 않았던 이유 | 신규창업시 창업비용이 필요하지 않았던 이유(신규자영업자) | 부업/아르바이트의 주당 평균 근로시간(단위 : 시간/1주) | 부업/아르바이트의 주당 평균 근로시간(단위 : 시간/1주) | 신규창업시 창업비용이 필요하지 않았던 이유(신규자영업자),1,10,"1,2,3,4,5,6,7,8,9,10",raw | structured,21,3,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__D205,w__D205 | w__D361,w01D205 | w01D361,주업 외 일을 통한 월 평균 소득액(단위 : 만원/월),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205a,w__D205a | w__d_com005a,w02D205a | w03D205a | w04D205a | w05D205a | w06D205a | w07D205a | w08D205a | w09D205a | w10D205a | w02d_com005a | w03d_com005a | w04d_com005a | w05d_com005a | w06d_com005a | w07d_com005a | w08d_com005a | w09d_com005a | w10d_com005a,(신규 자영)창업비용 조달방법 중 비율_①본인/배우자의 저축 | 창업비용 조달방법 중 비율(신규자영업자)_①본인/배우자의 저축 | 창업비용 조달방법 중 비율(신규자영업자)_①본인/배우자의 저축,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205b,w__D205b | w__d_com005b,w02D205b | w03D205b | w04D205b | w05D205b | w06D205b | w07D205b | w08D205b | w09D205b | w10D205b | w02d_com005b | w03d_com005b | w04d_com005b | w05d_com005b | w06d_com005b | w07d_com005b | w08d_com005b | w09d_com005b | w10d_com005b,(신규 자영)창업비용 조달방법 중 비율_②본인/배우자의 부모 도움 | 창업비용 조달방법 중 비율(신규자영업자)_②본인/배우자의 부모 도움 | 창업비용 조달방법 중 비율(신규자영업자)_②본인/배우자의 부모 도움,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205c,w__D205c | w__d_com005c,w02D205c | w03D205c | w04D205c | w05D205c | w06D205c | w07D205c | w08D205c | w09D205c | w10D205c | w02d_com005c | w03d_com005c | w04d_com005c | w05d_com005c | w06d_com005c | w07d_com005c | w08d_com005c | w09d_com005c | w10d_com005c,(신규 자영)창업비용 조달방법 중 비율_③자녀/손자녀의 도움 | 창업비용 조달방법 중 비율(신규자영업자)_③자녀/손자녀의 도움 | 창업비용 조달방법 중 비율(신규자영업자)_③자녀/손자녀의 도움,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205d,w__D205d | w__d_com005d,w02D205d | w03D205d | w04D205d | w05D205d | w06D205d | w07D205d | w08D205d | w09D205d | w10D205d | w02d_com005d | w03d_com005d | w04d_com005d | w05d_com005d | w06d_com005d | w07d_com005d | w08d_com005d | w09d_com005d | w10d_com005d,(신규 자영)창업비용 조달방법 중 비율_④본인/배우자의 친인척에게 빌림 | 창업비용 조달방법 중 비율(신규자영업자)_④본인/배우자의 친인척에게 빌림 | 창업비용 조달방법 중 비율(신규자영업자)_④본인/배우자의 친인척에게 빌림,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205e,w__D205e | w__d_com005e,w02D205e | w03D205e | w04D205e | w05D205e | w06D205e | w07D205e | w08D205e | w09D205e | w10D205e | w02d_com005e | w03d_com005e | w04d_com005e | w05d_com005e | w06d_com005e | w07d_com005e | w08d_com005e | w09d_com005e | w10d_com005e,(신규 자영)창업비용 조달방법 중 비율_⑤다른 개인에게 빌림 | 창업비용 조달방법 중 비율(신규자영업자)_⑤다른 개인에게 빌림 | 창업비용 조달방법 중 비율(신규자영업자)_⑤다른 개인에게 빌림,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205f,w__D205f | w__d_com005f,w02D205f | w03D205f | w04D205f | w05D205f | w06D205f | w07D205f | w08D205f | w09D205f | w10D205f | w02d_com005f | w03d_com005f | w04d_com005f | w05d_com005f | w06d_com005f | w07d_com005f | w08d_com005f | w09d_com005f | w10d_com005f,(신규 자영)창업비용 조달방법 중 비율_⑥동업자 | 창업비용 조달방법 중 비율(신규자영업자)_⑥동업자 | 창업비용 조달방법 중 비율(신규자영업자)_⑥동업자,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205g,w__D205g | w__d_com005g,w02D205g | w03D205g | w04D205g | w05D205g | w06D205g | w07D205g | w08D205g | w09D205g | w10D205g | w02d_com005g | w03d_com005g | w04d_com005g | w05d_com005g | w06d_com005g | w07d_com005g | w08d_com005g | w09d_com005g | w10d_com005g,(신규 자영)창업비용 조달방법 중 비율_⑦은행 등 금융기관 융자 | 창업비용 조달방법 중 비율(신규자영업자)_⑦은행 등 금융기관 융자 | 창업비용 조달방법 중 비율(신규자영업자)_⑦은행 등 금융기관 융자,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205h,w__D205h | w__d_com005h,w02D205h | w03D205h | w04D205h | w05D205h | w06D205h | w07D205h | w08D205h | w09D205h | w10D205h | w02d_com005h | w03d_com005h | w04d_com005h | w05d_com005h | w06d_com005h | w07d_com005h | w08d_com005h | w09d_com005h | w10d_com005h,(신규 자영)창업비용 조달방법 중 비율_⑧정부 보조 | 창업비용 조달방법 중 비율(신규자영업자)_⑧정부 보조 | 창업비용 조달방법 중 비율(신규자영업자)_⑧정부 보조,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D205i,w__D205i | w__d_com005i,w02D205i | w03D205i | w04D205i | w05D205i | w06D205i | w07D205i | w08D205i | w09D205i | w10D205i | w02d_com005i | w03d_com005i | w04d_com005i | w05d_com005i | w06d_com005i | w07d_com005i | w08d_com005i | w09d_com005i | w10d_com005i,(신규 자영)창업비용 조달방법 중 비율_⑨기타 | 창업비용 조달방법 중 비율(신규자영업자)_⑨기타 | 창업비용 조달방법 중 비율(신규자영업자)_⑨기타,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D206,w__D206 | w__d_com006,w02D206 | w03D206 | w04D206 | w05D206 | w06D206 | w07D206 | w08D206 | w09D206 | w10D206 | w02d_com006 | w03d_com006 | w04d_com006 | w05d_com006 | w06d_com006 | w07d_com006 | w08d_com006 | w09d_com006 | w10d_com006,(신규 자영)창업시 겪은 어려움_충분한 자금확보 | 창업시 겪은 어려움(신규자영업자)_충분한 자금확보 | 창업시 겪은 어려움(신규자영업자)_충분한 자금확보,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D207,w__D207 | w__d_com007,w02D207 | w03D207 | w04D207 | w05D207 | w06D207 | w07D207 | w08D207 | w09D207 | w10D207 | w02d_com007 | w03d_com007 | w04d_com007 | w05d_com007 | w06d_com007 | w07d_com007 | w08d_com007 | w09d_com007 | w10d_com007,(신규 자영)창업시 겪은 어려움_기술확보 | 창업시 겪은 어려움(신규자영업자)_기술확보 | 창업시 겪은 어려움(신규자영업자)_기술확보,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D208,w__D208 | w__d_com008,w02D208 | w03D208 | w04D208 | w05D208 | w06D208 | w07D208 | w08D208 | w09D208 | w10D208 | w02d_com008 | w03d_com008 | w04d_com008 | w05d_com008 | w06d_com008 | w07d_com008 | w08d_com008 | w09d_com008 | w10d_com008,(신규 자영)창업시 겪은 어려움_적당한 인력 확보 | 창업시 겪은 어려움(신규자영업자)_적당한 인력 확보 | 창업시 겪은 어려움(신규자영업자)_적당한 인력 확보,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D209,w__D209 | w__d_com009,w02D209 | w03D209 | w04D209 | w05D209 | w06D209 | w07D209 | w08D209 | w09D209 | w10D209 | w02d_com009 | w03d_com009 | w04d_com009 | w05d_com009 | w06d_com009 | w07d_com009 | w08d_com009 | w09d_com009 | w10d_com009,"(신규 자영)창업시 겪은 어려움_행정(인허가, 창원지원 등) 절차 | 창업시 겪은 어려움(신규자영업자)_행정(인허가, 창원지원 등) 절차 | 창업시 겪은 어려움(신규자영업자)_행정(인허가, 창원지원 등) 절차",2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D210,w__D210 | w__d_com010,w02D210 | w03D210 | w04D210 | w05D210 | w06D210 | w07D210 | w08D210 | w09D210 | w10D210 | w02d_com010 | w03d_com010 | w04d_com010 | w05d_com010 | w06d_com010 | w07d_com010 | w08d_com010 | w09d_com010 | w10d_com010,(신규 자영)창업시 겪은 어려움_업종 선정 | 창업시 겪은 어려움(신규자영업자)_업종 선정 | 창업시 겪은 어려움(신규자영업자)_업종 선정,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D211,w__D211 | w__d_com011,w02D211 | w03D211 | w04D211 | w05D211 | w06D211 | w07D211 | w08D211 | w09D211 | w10D211 | w02d_com011 | w03d_com011 | w04d_com011 | w05d_com011 | w06d_com011 | w07d_com011 | w08d_com011 | w09d_com011 | w10d_com011,(신규 자영)창업시 겪은 어려움_사업장 위치 선정 | 창업시 겪은 어려움(신규자영업자)_사업장 위치 선정 | 창업시 겪은 어려움(신규자영업자)_사업장 위치 선정,2,10,"2,3,4,5,6,7,8,9,10",raw | structured,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D214,w__D214 | w__d_com037,w01d_com037 | w02d_com037 | w03d_com037 | w04d_com037 | w05d_com037 | w06d_com037 | w07d_com037 | w08d_com037 | w09d_com037 | w10d_com037 | w02D214 | w03D214 | w04D214 | w05D214 | w06D214 | w07D214 | w08D214 | w09D214 | w10D214,(자영)현 사업장의 월평균 순소득(단위: 만원) | 현 사업장의 월평균 순소득(자영업자)(단위: 만원) | 현 사업장의 월평균 순소득(자영업자)(단위: 만원),1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw,30,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__D228,w__D228,w02D228 | w03D228 | w04D228 | w05D228 | w06D228 | w07D228 | w08D228 | w09D228 | w10D228,현 사업장에서 작년 한해동안 건강상의 이유로 결근한 총 일수(자영업자)(단위: 일/년 | 현 사업장에서 작년 한해동안 건강상의 이유로 결근한 총 일수(자영업자)(단위: 일/년),2,10,"2,3,4,5,6,7,8,9,10",raw,10,1,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D303,w__D303 | w__d_com012,w02D303 | w03D303 | w04D303 | w05D303 | w06D303 | w07D303 | w08D303 | w09D303 | w10D303 | w02d_com012 | w03d_com012 | w04d_com012 | w05d_com012 | w06d_com012 | w07d_com012 | w08d_com012 | w09d_com012 | w10d_com012,(신규 무급가족)현 사업장 대표자와의 관계(무급가족종사자) | 현 사업장 대표자와의 관계(무급가족종사자) | 현 사업장 대표자와의 관계(무급가족종사자),2,10,"2,3,4,5,6,7,8,9,10",light | structured | raw,28,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__D307,w__D307 | w__D404 | w__d_com107,w01D307 | w02D307 | w03D307 | w04D307 | w05D307 | w06D307 | w07D307 | w08D307 | w09D307 | w10D307 | w01D404 | w02D404 | w03D404 | w04D404 | w05D404 | w06D404 | w07D404 | w08D404 | w09D404 | w10D404 | w01d_com107 | w02d_com107 | w03d_com107 | w04d_com107 | w05d_com107 | w06d_com107 | w07d_com107 | w08d_com107 | w09d_com107 | w10d_com107,(구직자)취업의사 여부(구직자/비근로자)_지난주 적합한 일자리가 있을 경우 | 취업의사 여부(구직자/비근로자)_지난주 적합한 일자리가 있을 경우 | 일자리 소재지(시(도)/구(군)) (부록참조) | 취업의사 여부(구직자/비근로자)_지난주 적합한 일자리가 있을 경우 | 일자리 소재지(시(도)/구(군))(부록참조) | 현 사업장의 주당 평균 근로시간(무급가족종사자)(단위: 시간/주),1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw,42,3,normalized_label,needs_review,
